country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability_type,defense_mechanism,resolution_time_hours,loss_per_user,cluster_id,risk_profile
USA,2017,Phishing,Government,55.34,785099,Insider,Social Engineering,Encryption,29.0,70.48792572656443,0,High-Impact Rapid-Response Incidents
France,2019,DDoS,Healthcare,27.89,460544,Unknown,Weak Passwords,Firewall,29.0,60.55881739855475,0,High-Impact Rapid-Response Incidents
France,2020,Ransomware,Education,66.04,881755,Unknown,Zero-day,Firewall,10.0,74.89608791557747,0,High-Impact Rapid-Response Incidents
India,2024,SQL Injection,Telecommunications,10.24,213393,Unknown,Social Engineering,Encryption,49.0,47.986578753754806,1,Widespread Low-Loss Incidents
UK,2017,Man-in-the-Middle,Telecommunications,43.82,213979,Hacker Group,Unpatched Software,Firewall,10.0,204.7864510068745,0,High-Impact Rapid-Response Incidents
UK,2021,Malware,Telecommunications,3.17,570243,Insider,Unpatched Software,Antivirus,51.0,5.559033604971916,1,Widespread Low-Loss Incidents
Brazil,2016,Malware,Government,72.73,47624,Nation-state,Weak Passwords,Firewall,70.0,1527.1711741978834,3,Concentrated High-Cost Incidents
China,2024,Man-in-the-Middle,Banking,16.09,72940,Nation-state,Zero-day,VPN,26.0,220.59226761721962,3,Concentrated High-Cost Incidents
Japan,2020,Malware,Telecommunications,98.14,710142,Insider,Zero-day,AI-based Detection,56.0,138.19771257016203,2,Critical High-Impact Incidents
Japan,2023,Malware,Retail,51.91,360524,Hacker Group,Unpatched Software,Firewall,47.0,143.984866472135,2,Critical High-Impact Incidents
France,2017,Phishing,IT,55.9,309259,Insider,Zero-day,AI-based Detection,3.0,180.75464254880214,0,High-Impact Rapid-Response Incidents
UK,2024,Phishing,Government,30.68,393201,Nation-state,Social Engineering,Firewall,3.0,78.02625120485452,0,High-Impact Rapid-Response Incidents
Germany,2020,Ransomware,IT,65.2,306799,Unknown,Zero-day,Encryption,61.0,212.51698995107546,2,Critical High-Impact Incidents
Russia,2022,Malware,Healthcare,81.92,30180,Insider,Weak Passwords,AI-based Detection,53.0,2714.3803843605037,3,Concentrated High-Cost Incidents
India,2017,Phishing,Retail,97.87,113745,Unknown,Unpatched Software,Encryption,2.0,860.4334256450833,0,High-Impact Rapid-Response Incidents
Japan,2024,Ransomware,Banking,24.22,584428,Nation-state,Weak Passwords,Firewall,34.0,41.44223069394348,0,High-Impact Rapid-Response Incidents
France,2020,Ransomware,Healthcare,3.27,178268,Nation-state,Unpatched Software,Antivirus,2.0,18.3431687122759,1,Widespread Low-Loss Incidents
China,2022,Phishing,Retail,33.69,338578,Unknown,Social Engineering,AI-based Detection,38.0,99.50439780493711,2,Critical High-Impact Incidents
China,2024,DDoS,Healthcare,7.31,972407,Hacker Group,Zero-day,Encryption,51.0,7.517428401893445,1,Widespread Low-Loss Incidents
Brazil,2022,Ransomware,Banking,15.66,817169,Insider,Unpatched Software,Firewall,54.0,19.163722559225814,1,Widespread Low-Loss Incidents
Australia,2015,Malware,Healthcare,62.34,796100,Hacker Group,Social Engineering,AI-based Detection,20.0,78.30674538374576,0,High-Impact Rapid-Response Incidents
UK,2016,Man-in-the-Middle,Banking,76.06,530253,Unknown,Weak Passwords,Encryption,28.0,143.44096120153964,0,High-Impact Rapid-Response Incidents
Australia,2024,Man-in-the-Middle,Government,50.36,165496,Nation-state,Weak Passwords,Encryption,72.0,304.2973848310533,2,Critical High-Impact Incidents
Russia,2021,Ransomware,Banking,34.92,501490,Insider,Social Engineering,Firewall,44.0,69.63249516441006,2,Critical High-Impact Incidents
India,2016,Malware,Banking,11.81,392365,Insider,Social Engineering,Antivirus,72.0,30.099524677277536,1,Widespread Low-Loss Incidents
China,2022,Malware,Education,96.72,194617,Insider,Social Engineering,Antivirus,31.0,496.9761120559869,0,High-Impact Rapid-Response Incidents
Japan,2022,Man-in-the-Middle,Retail,44.34,516125,Unknown,Zero-day,Firewall,67.0,85.90942116735287,2,Critical High-Impact Incidents
Australia,2021,Man-in-the-Middle,Telecommunications,67.72,393335,Hacker Group,Social Engineering,Antivirus,31.0,172.1687619967712,0,High-Impact Rapid-Response Incidents
UK,2018,SQL Injection,Government,34.09,197436,Unknown,Zero-day,Antivirus,10.0,172.66354666828744,0,High-Impact Rapid-Response Incidents
France,2022,DDoS,Education,31.51,452360,Nation-state,Zero-day,Antivirus,65.0,69.65691042532497,2,Critical High-Impact Incidents
Australia,2018,DDoS,Healthcare,20.39,913090,Unknown,Zero-day,VPN,2.0,22.330766956159852,0,High-Impact Rapid-Response Incidents
Germany,2018,SQL Injection,Telecommunications,38.65,368222,Insider,Zero-day,VPN,56.0,104.96385332761214,2,Critical High-Impact Incidents
India,2022,SQL Injection,Healthcare,77.3,826937,Unknown,Zero-day,AI-based Detection,64.0,93.47749586727889,2,Critical High-Impact Incidents
Brazil,2015,Ransomware,Retail,89.93,673959,Hacker Group,Zero-day,Firewall,39.0,133.43541669448734,2,Critical High-Impact Incidents
UK,2022,Ransomware,Education,4.29,383246,Nation-state,Unpatched Software,VPN,45.0,11.193854599917547,1,Widespread Low-Loss Incidents
UK,2019,Man-in-the-Middle,Banking,76.03,422890,Insider,Social Engineering,VPN,4.0,179.7867057627279,0,High-Impact Rapid-Response Incidents
Australia,2020,Malware,Banking,42.3,497035,Hacker Group,Zero-day,AI-based Detection,66.0,85.1046706972346,2,Critical High-Impact Incidents
Brazil,2023,Phishing,Government,72.57,720220,Unknown,Weak Passwords,Firewall,71.0,100.76087862042154,2,Critical High-Impact Incidents
Russia,2019,Phishing,Government,93.7,808318,Nation-state,Social Engineering,Antivirus,57.0,115.91972466281834,2,Critical High-Impact Incidents
Germany,2022,SQL Injection,IT,68.63,294981,Unknown,Zero-day,AI-based Detection,3.0,232.6590526169482,0,High-Impact Rapid-Response Incidents
USA,2017,Phishing,Healthcare,52.7,281182,Nation-state,Zero-day,Encryption,27.0,187.42309251659069,0,High-Impact Rapid-Response Incidents
Australia,2017,Ransomware,Education,66.56,95750,Nation-state,Zero-day,Antivirus,44.0,695.1436031331592,3,Concentrated High-Cost Incidents
Brazil,2015,Ransomware,Retail,91.03,879260,Hacker Group,Social Engineering,Antivirus,16.0,103.53024133930805,0,High-Impact Rapid-Response Incidents
Russia,2017,Man-in-the-Middle,IT,14.74,561615,Hacker Group,Weak Passwords,Antivirus,29.0,26.24573773848633,1,Widespread Low-Loss Incidents
Brazil,2016,SQL Injection,Retail,40.29,206598,Unknown,Zero-day,Encryption,45.0,195.01640867772196,2,Critical High-Impact Incidents
Brazil,2017,Man-in-the-Middle,IT,56.83,171305,Unknown,Unpatched Software,Firewall,54.0,331.74746796649254,2,Critical High-Impact Incidents
Russia,2024,SQL Injection,Government,63.45,492909,Unknown,Zero-day,AI-based Detection,42.0,128.72558626440176,2,Critical High-Impact Incidents
UK,2021,Man-in-the-Middle,IT,72.57,477493,Hacker Group,Unpatched Software,Encryption,16.0,151.98128558952698,0,High-Impact Rapid-Response Incidents
Japan,2021,Phishing,Government,22.94,622723,Nation-state,Weak Passwords,AI-based Detection,67.0,36.83820896289362,2,Critical High-Impact Incidents
Australia,2016,Malware,Healthcare,80.22,124155,Nation-state,Weak Passwords,Encryption,40.0,646.1278240908541,3,Concentrated High-Cost Incidents
China,2024,Malware,Retail,34.49,897277,Unknown,Zero-day,VPN,55.0,38.43852010025889,2,Critical High-Impact Incidents
USA,2017,SQL Injection,Healthcare,51.26,28682,Hacker Group,Zero-day,VPN,44.0,1787.183599470051,3,Concentrated High-Cost Incidents
Japan,2020,Phishing,Banking,73.04,512431,Nation-state,Unpatched Software,VPN,44.0,142.5362634188798,2,Critical High-Impact Incidents
Australia,2018,SQL Injection,IT,19.14,171977,Unknown,Zero-day,Antivirus,44.0,111.2939520982457,1,Widespread Low-Loss Incidents
UK,2015,SQL Injection,Telecommunications,38.72,943070,Hacker Group,Zero-day,VPN,36.0,41.057397648106715,0,High-Impact Rapid-Response Incidents
Japan,2021,DDoS,Education,14.88,887855,Nation-state,Zero-day,AI-based Detection,7.0,16.759493385744292,0,High-Impact Rapid-Response Incidents
USA,2018,Ransomware,Retail,54.05,535110,Nation-state,Zero-day,Antivirus,2.0,101.00726953336697,0,High-Impact Rapid-Response Incidents
USA,2021,Man-in-the-Middle,Telecommunications,42.29,817386,Nation-state,Zero-day,Firewall,8.0,51.73810170470255,0,High-Impact Rapid-Response Incidents
India,2018,Phishing,Banking,96.59,206552,Nation-state,Weak Passwords,Encryption,13.0,467.6304272047717,0,High-Impact Rapid-Response Incidents
Brazil,2020,Man-in-the-Middle,Education,71.35,154966,Hacker Group,Zero-day,Antivirus,19.0,460.423576784585,0,High-Impact Rapid-Response Incidents
France,2016,Phishing,Banking,54.5,511287,Unknown,Unpatched Software,Antivirus,34.0,106.59375262817166,0,High-Impact Rapid-Response Incidents
Germany,2023,SQL Injection,Banking,94.48,426499,Unknown,Unpatched Software,VPN,37.0,221.52455222638272,2,Critical High-Impact Incidents
UK,2016,Man-in-the-Middle,Telecommunications,73.63,15907,Hacker Group,Social Engineering,Antivirus,36.0,4628.779782485698,3,Concentrated High-Cost Incidents
UK,2022,Phishing,Education,36.15,375734,Nation-state,Weak Passwords,AI-based Detection,31.0,96.21168166841436,0,High-Impact Rapid-Response Incidents
Brazil,2023,Malware,Government,19.18,993826,Unknown,Zero-day,Firewall,7.0,19.299152970439494,0,High-Impact Rapid-Response Incidents
India,2023,Ransomware,Banking,83.18,397813,Nation-state,Social Engineering,Antivirus,12.0,209.09321716484882,0,High-Impact Rapid-Response Incidents
France,2024,Ransomware,Banking,70.98,185001,Insider,Zero-day,VPN,3.0,383.6736017643148,0,High-Impact Rapid-Response Incidents
Japan,2024,DDoS,IT,7.99,805548,Insider,Unpatched Software,Antivirus,10.0,9.918713720349377,1,Widespread Low-Loss Incidents
Brazil,2015,SQL Injection,Retail,74.74,562552,Nation-state,Unpatched Software,Encryption,37.0,132.85882905047,2,Critical High-Impact Incidents
Brazil,2018,Malware,Education,33.12,724513,Nation-state,Zero-day,VPN,46.0,45.71346545886685,2,Critical High-Impact Incidents
UK,2024,SQL Injection,Telecommunications,54.1,715395,Unknown,Social Engineering,VPN,60.0,75.62255816716639,2,Critical High-Impact Incidents
France,2020,Ransomware,Telecommunications,75.13,177097,Unknown,Unpatched Software,Encryption,15.0,424.23078877677204,0,High-Impact Rapid-Response Incidents
Australia,2020,Man-in-the-Middle,Banking,56.34,407084,Unknown,Unpatched Software,Firewall,11.0,138.39895451552997,0,High-Impact Rapid-Response Incidents
UK,2023,Phishing,Healthcare,23.66,889641,Hacker Group,Social Engineering,AI-based Detection,50.0,26.59499730790285,2,Critical High-Impact Incidents
USA,2019,SQL Injection,IT,17.81,378105,Unknown,Weak Passwords,Encryption,4.0,47.10331786144061,0,High-Impact Rapid-Response Incidents
Germany,2020,SQL Injection,Education,43.96,597987,Hacker Group,Weak Passwords,Encryption,50.0,73.51330380091875,2,Critical High-Impact Incidents
USA,2018,Malware,Education,77.07,10600,Insider,Social Engineering,Firewall,47.0,7270.754716981132,3,Concentrated High-Cost Incidents
France,2016,SQL Injection,Healthcare,10.82,586784,Hacker Group,Weak Passwords,Encryption,26.0,18.43949391939794,1,Widespread Low-Loss Incidents
India,2023,SQL Injection,Banking,48.53,421083,Insider,Unpatched Software,AI-based Detection,28.0,115.25043756219083,0,High-Impact Rapid-Response Incidents
Australia,2023,Ransomware,Education,94.86,127127,Unknown,Social Engineering,Encryption,47.0,746.1829509073604,3,Concentrated High-Cost Incidents
China,2016,Malware,Government,15.92,668188,Insider,Unpatched Software,AI-based Detection,38.0,23.825629912539586,1,Widespread Low-Loss Incidents
Japan,2018,SQL Injection,Education,11.28,433618,Hacker Group,Social Engineering,Antivirus,59.0,26.013680243901312,1,Widespread Low-Loss Incidents
Germany,2023,Malware,Telecommunications,3.86,51176,Unknown,Social Engineering,Encryption,61.0,75.42598092856026,1,Widespread Low-Loss Incidents
Germany,2016,SQL Injection,IT,34.35,918452,Unknown,Weak Passwords,AI-based Detection,16.0,37.399885894962395,0,High-Impact Rapid-Response Incidents
Germany,2023,Ransomware,Healthcare,84.92,152814,Nation-state,Social Engineering,AI-based Detection,33.0,555.708246626618,0,High-Impact Rapid-Response Incidents
USA,2017,Man-in-the-Middle,Retail,74.57,502149,Hacker Group,Weak Passwords,AI-based Detection,29.0,148.50173952352787,0,High-Impact Rapid-Response Incidents
USA,2019,Ransomware,Healthcare,89.81,46960,Nation-state,Zero-day,AI-based Detection,16.0,1912.4787052810902,3,Concentrated High-Cost Incidents
Brazil,2017,SQL Injection,Government,40.66,651335,Insider,Weak Passwords,Encryption,21.0,62.42563350656728,0,High-Impact Rapid-Response Incidents
Brazil,2018,DDoS,Telecommunications,69.83,587034,Hacker Group,Weak Passwords,AI-based Detection,35.0,118.95392771117176,0,High-Impact Rapid-Response Incidents
France,2015,Man-in-the-Middle,Healthcare,79.58,856278,Hacker Group,Zero-day,Firewall,71.0,92.93710687416937,2,Critical High-Impact Incidents
China,2022,DDoS,Banking,79.07,880586,Hacker Group,Unpatched Software,VPN,56.0,89.79247909914534,2,Critical High-Impact Incidents
USA,2019,DDoS,Government,81.56,78873,Hacker Group,Weak Passwords,Encryption,27.0,1034.0674248475398,3,Concentrated High-Cost Incidents
Australia,2017,DDoS,Banking,62.81,810106,Hacker Group,Weak Passwords,Encryption,66.0,77.53306357439644,2,Critical High-Impact Incidents
Germany,2021,DDoS,Government,28.71,937384,Hacker Group,Unpatched Software,Encryption,67.0,30.627789678509554,2,Critical High-Impact Incidents
Japan,2023,Man-in-the-Middle,Retail,36.68,231307,Unknown,Zero-day,Encryption,4.0,158.57712909682803,0,High-Impact Rapid-Response Incidents
China,2016,DDoS,IT,71.75,816710,Hacker Group,Weak Passwords,VPN,60.0,87.85248129691078,2,Critical High-Impact Incidents
USA,2019,Man-in-the-Middle,Telecommunications,17.21,896828,Unknown,Weak Passwords,Firewall,33.0,19.18985580289643,1,Widespread Low-Loss Incidents
UK,2016,DDoS,Telecommunications,48.47,937466,Hacker Group,Social Engineering,AI-based Detection,28.0,51.70320843635929,0,High-Impact Rapid-Response Incidents
China,2020,DDoS,Banking,11.72,81518,Nation-state,Social Engineering,VPN,47.0,143.7719276724159,3,Concentrated High-Cost Incidents
Brazil,2015,Malware,IT,1.35,371048,Hacker Group,Zero-day,VPN,56.0,3.6383432871218817,1,Widespread Low-Loss Incidents
USA,2019,Phishing,IT,20.13,25946,Hacker Group,Weak Passwords,AI-based Detection,68.0,775.8421336622215,3,Concentrated High-Cost Incidents
France,2017,Man-in-the-Middle,Education,14.99,942088,Insider,Zero-day,AI-based Detection,46.0,15.911464746393118,1,Widespread Low-Loss Incidents
Japan,2015,Malware,Telecommunications,28.8,915532,Insider,Zero-day,Encryption,68.0,31.457120013281894,2,Critical High-Impact Incidents
USA,2018,SQL Injection,Government,99.49,755576,Insider,Weak Passwords,AI-based Detection,23.0,131.6743782227069,0,High-Impact Rapid-Response Incidents
Brazil,2018,Malware,Education,6.3,661644,Insider,Social Engineering,AI-based Detection,29.0,9.521736764785897,1,Widespread Low-Loss Incidents
UK,2019,DDoS,Telecommunications,95.75,168951,Insider,Social Engineering,VPN,13.0,566.7323661890134,0,High-Impact Rapid-Response Incidents
Russia,2022,Man-in-the-Middle,IT,49.87,816398,Insider,Social Engineering,Encryption,39.0,61.08540197305726,2,Critical High-Impact Incidents
India,2017,DDoS,Education,83.49,79933,Hacker Group,Zero-day,AI-based Detection,23.0,1044.4997685561657,3,Concentrated High-Cost Incidents
USA,2019,Malware,Government,83.84,506149,Nation-state,Social Engineering,Encryption,35.0,165.64292332890116,0,High-Impact Rapid-Response Incidents
Japan,2021,Phishing,Retail,81.26,245015,Nation-state,Zero-day,Firewall,41.0,331.65316409199437,2,Critical High-Impact Incidents
Japan,2017,SQL Injection,Banking,66.81,966993,Hacker Group,Social Engineering,VPN,64.0,69.09046911404737,2,Critical High-Impact Incidents
Australia,2016,Malware,Education,88.87,235062,Nation-state,Weak Passwords,Firewall,32.0,378.0704665152173,0,High-Impact Rapid-Response Incidents
Brazil,2022,Phishing,Healthcare,75.08,132520,Unknown,Zero-day,Antivirus,56.0,566.5559915484455,2,Critical High-Impact Incidents
Germany,2016,SQL Injection,Retail,56.57,869605,Unknown,Social Engineering,VPN,51.0,65.052523847034,2,Critical High-Impact Incidents
USA,2017,Phishing,Banking,96.27,637264,Hacker Group,Unpatched Software,AI-based Detection,11.0,151.0676893720656,0,High-Impact Rapid-Response Incidents
Russia,2021,DDoS,Banking,45.6,759356,Insider,Social Engineering,VPN,1.0,60.0508852237949,0,High-Impact Rapid-Response Incidents
Brazil,2021,DDoS,Education,69.37,666096,Hacker Group,Zero-day,Encryption,9.0,104.14414739016598,0,High-Impact Rapid-Response Incidents
India,2021,SQL Injection,Telecommunications,68.91,851981,Nation-state,Zero-day,AI-based Detection,57.0,80.88208539861805,2,Critical High-Impact Incidents
Australia,2024,Phishing,Banking,14.97,214740,Nation-state,Unpatched Software,Encryption,57.0,69.71221011455714,1,Widespread Low-Loss Incidents
Brazil,2016,Phishing,Government,35.94,372653,Hacker Group,Weak Passwords,VPN,60.0,96.44360839708791,2,Critical High-Impact Incidents
India,2024,Phishing,Banking,64.23,903871,Nation-state,Unpatched Software,Encryption,17.0,71.06102530117684,0,High-Impact Rapid-Response Incidents
India,2015,Malware,Education,64.29,924049,Nation-state,Social Engineering,VPN,5.0,69.57423253528763,0,High-Impact Rapid-Response Incidents
Australia,2020,Malware,Government,98.05,193983,Nation-state,Zero-day,Antivirus,31.0,505.45666372826486,0,High-Impact Rapid-Response Incidents
Russia,2021,Ransomware,Telecommunications,11.04,904330,Nation-state,Weak Passwords,VPN,49.0,12.207932944832086,1,Widespread Low-Loss Incidents
India,2018,SQL Injection,Education,52.05,874254,Nation-state,Zero-day,Antivirus,11.0,59.53647338187758,0,High-Impact Rapid-Response Incidents
Germany,2020,Man-in-the-Middle,Healthcare,28.81,691190,Nation-state,Unpatched Software,Firewall,27.0,41.68173729365297,0,High-Impact Rapid-Response Incidents
China,2024,DDoS,IT,61.42,412245,Nation-state,Social Engineering,Encryption,48.0,148.9890720324079,2,Critical High-Impact Incidents
